run_id,H,k,latency_ms
pszH1_k4_anthropic,1,4,16466.10
pszH1_k4_anthropic,1,4,18775.93
pszH1_k4_anthropic,1,4,18426.08
pszH1_k4_anthropic,1,4,20312.27
pszH1_k4_anthropic,1,4,15458.58
pszH1_k4_anthropic,1,4,19328.06
pszH1_k4_anthropic,1,4,23271.71
pszH1_k4_anthropic,1,4,14915.02
pszH1_k4_anthropic,1,4,16912.82
pszH1_k4_anthropic,1,4,14524.61
pszH1_k4_anthropic,1,4,16883.89
pszH1_k4_anthropic,1,4,14496.44
pszH1_k4_anthropic,1,4,24742.93
pszH1_k4_anthropic,1,4,19203.23
pszH1_k4_anthropic,1,4,14878.57
pszH1_k4_anthropic,1,4,17408.58
pszH1_k4_anthropic,1,4,18142.19
pszH1_k4_anthropic,1,4,22121.98
pszH1_k4_anthropic,1,4,13833.26
pszH1_k4_anthropic,1,4,13634.02
pszH1_k4_anthropic,1,4,14971.18
