run_id,H,k,latency_ms
pszH3_k6_anthropic,3,6,17229.17
pszH3_k6_anthropic,3,6,17602.44
pszH3_k6_anthropic,3,6,18606.05
pszH3_k6_anthropic,3,6,16974.83
pszH3_k6_anthropic,3,6,17407.79
pszH3_k6_anthropic,3,6,17984.60
pszH3_k6_anthropic,3,6,17578.94
pszH3_k6_anthropic,3,6,17399.28
pszH3_k6_anthropic,3,6,15802.36
pszH3_k6_anthropic,3,6,19518.10
pszH3_k6_anthropic,3,6,16602.81
pszH3_k6_anthropic,3,6,15851.68
pszH3_k6_anthropic,3,6,16595.16
pszH3_k6_anthropic,3,6,16023.30
pszH3_k6_anthropic,3,6,15244.96
pszH3_k6_anthropic,3,6,17714.02
pszH3_k6_anthropic,3,6,20198.44
pszH3_k6_anthropic,3,6,16317.06
pszH3_k6_anthropic,3,6,15031.22
pszH3_k6_anthropic,3,6,13950.10
pszH3_k6_anthropic,3,6,14124.57
